,ROWID,State lgd code,District lgd code,Sub-District lgd Code,ULB_RLB_Village lgd Code,Households,Population,Male population,Female population,Population in the age group 0 to 6 years,Male Population in the age group 0 to 6 years,Female Population in the age group 0 to 6 years,Scheduled Caste population,Male Scheduled Caste population,Female Scheduled Caste population ,Scheduled Tribe population,Male Scheduled Tribe population,Female Scheduled Tribe population ,Literate population ,Male literate population,Female literate population ,Illiterate population,Male illiterate population ,Female illiterate population ,Working population,Male working population,Female Woking population,Number of main workers,Number of male main workers,Number of female main worker,Number of main workers as cultivators,Number of male main workers as cultivators,Number of female main workers as cultivators,Number of main workers as agricultural labourers,Number of male main workers as agricultural labourers,Number of female main workers as agricultural labourers,Number of main workers in the household industry,Number of male main workers in the household industry,Number of female main workers in the household industry,Number of  main workers as Other workers,Number of male main workers as Other workers,Number of female main workers as Other workers,Number of marginal workers,Number of male marginal workers,Number of female marginal workers,Number of marginal workers as cultivators,Number of male marginal workers as cultivators,Number of female marginal workers as cultivators,Number of marginal workers as agricultural labourers,Number of male marginal workers as agricultural labourers,Number of female marginal workers as agricultural labourers,Number of marginal workers in the household industry,Number of male marginal workers in the household industry,Number of female marginal workers in the household industry,Number of marginal workers as Other workers,Number of male marginal workers as Other workers,Number of female marginal workers as Other workers,Number of marginal workers  who worked for 3 to 6 months,Number of male marginal workers  who worked for  3 to 6 months,Number of female marginal workers who worked for  3 to 6 months,Total Number of marginal workers as cultivators who worked for 3 to 6 months,Number of male marginal workers as cultivators who worked for 3 to 6 months,Number of female marginal workers as cultivators who worked for 3 to 6 months,Number of marginal workers as agricultural labour who worked for 3 to 6 months,Number of male marginal workers as agricultural labour who worked for 3 to 6 months,Number of female marginal workers as agricultural labour who worked for 3 to 6 months,Number of  marginal workers in household industry who worked for 3 to 6 months,Number of male marginal workers in household industry who worked for 3 to 6 months,Number of female marginal workers in household industry who  worked for 3 to 6 months,Number of marginal workers as Other workers who worked for 3 to 6 months,Number of male marginal workers as Other workers who worked for 3 to 6 months,Number of female marginal workers as Other workers who worked for 3 to 6 months,Number of marginal workers  who worked for 0 to 3 months,Number of male marginal workers  who worked for 0 to 3 months,Number of female marginal workers  who worked for 0 to 3 months,Number of marginal workers as cultivators who worked for 0 to 3 months,Number of male marginal workers as cultivators who worked for 0 to 3 months,Number of female marginal workers as cultivators who worked for 0 to 3 months,Total nuumber of marginal workers as agricultural labour who worked for 0 to 3 months,Number of male marginal workers in agricultural labour who  worked for 0 to 3 months,Number of female marginal workers as agricultural labour who worked for 0 to 3 months,Number of marginal workers in household industry who worked for 0 to 3 months,Number of male marginal workers in household industry who  worked for 0 to 3 months,Number of female marginal workers in household industry who  worked for 0 to 3 months,Number of marginal workers as Other workers who worked for 0 to 3 months,Number of male marginal workers as Other workers who worked for 0 to 3 months,Number of female marginal workers as Other workers who worked for 0 to 3 months,Number of Non workers,Number of male Non workers,Number of female Non workers,Source Year,YearCode
Number of male main workers as Other workers,0.04712118226314063,0.011979718953731474,0.019040813315263697,0.08122769902540433,0.032640470573919875,0.9930278942088738,0.9906231953725135,0.9921256017682064,0.9879473743063215,0.9774561568317262,0.976300907917751,0.9781169221647897,0.8672959430354121,0.8666936534971678,0.8672822819845494,0.46756534264898697,0.4835137404415627,0.4507359661839677,0.9938690568876778,0.9950877132886881,0.9909919017880632,0.9537841312720327,0.9539837641558697,0.9520860030282067,0.9946521650377627,0.9973404626793174,0.9546034446862108,0.9968292622629928,0.9988498914271527,0.952137306584095,0.24562124770872512,0.24464590570355543,0.18266465906075463,0.2841238977707437,0.32628597276216814,0.17701276344333064,0.8181285387165877,0.8136344765724769,0.7010560501688786,0.9982770820001132,1.0,0.9547857636597606,0.8525918105691304,0.8418582791238252,0.838953622394849,0.26370478118423846,0.30342613105752697,0.20133255001145148,0.13710613205742755,0.15587238160704164,0.09679854517617,0.6997649831393283,0.6542712385313096,0.6658094498194178,0.8881691380988632,0.8769656148353259,0.8893477732174139,0.8510415669310587,0.8407382317109414,0.8387098990554037,0.3170057844413113,0.3514630365965843,0.23870519486620603,0.14099726977627214,0.1568647017329757,0.0999861114222832,0.6873156472461508,0.636065992624558,0.6547198357149929,0.8818780547530947,0.8735908577166193,0.880415245708782,0.7435384367974848,0.7646304215670264,0.6139509155053213,0.0272303261260979,0.035041869145249635,0.018895932852190017,0.06709647789090592,0.08506115274864405,0.04048846162164661,0.628328068369626,0.6323958300045284,0.546919749579717,0.8669550139911342,0.8418715979834324,0.8385577307104142,0.9828405004057066,0.9772532215642099,0.9851497149201279,,
Number of female main workers as Other workers,0.041134253078733744,0.016438761474585336,0.014087616922158768,0.07523840816069036,0.027654162032234853,0.9655144680700148,0.9445112682748801,0.941163474302177,0.9472946217022792,0.9220249862137764,0.9153978009575808,0.9288106504098745,0.8553644333330744,0.8505463392750549,0.8598285881486809,0.45304453050232835,0.4672182024155584,0.43802842097954775,0.9532118078229735,0.9485286674440403,0.9575396108614385,0.8896508619141361,0.885614542953554,0.8915705874553072,0.9667492941693928,0.9525023413586333,0.9881464001307697,0.9686435068139636,0.9532829299090678,0.9942294159782947,0.23591764498987797,0.22738158608556214,0.19122642186968133,0.2760099009796355,0.31166470281417885,0.17999966761097277,0.782738358490457,0.7684012199670475,0.6913225772990025,0.9705847968387475,0.9547857636597606,1.0,0.8307286104100695,0.8122017418319936,0.8292178677471217,0.26028504503257005,0.29662934688166914,0.2006133653606207,0.12700827540233683,0.14085665430264543,0.09315924057218758,0.6449119011112243,0.6158667169577273,0.6037907509969913,0.8697275820386858,0.8485919882438023,0.8868848082362814,0.831296962433261,0.8134391286829534,0.8303639877619208,0.313787216983522,0.3447612585412422,0.2383863142251792,0.1318056763048034,0.1429103892365085,0.09718617406271624,0.6291112207119696,0.5935764490858331,0.5905303853026677,0.865609809369527,0.8478623727803248,0.8787551690131676,0.7113738987061647,0.7236514598924808,0.5985241747413574,0.02479458853789275,0.03137902826835689,0.017551232909483315,0.05835243728170876,0.07285352297832964,0.036157051714924504,0.5936216617168336,0.6139370592672098,0.5058883133957338,0.8339167803586303,0.7980686206206534,0.8296466453671669,0.9255968892393125,0.9184657775641987,0.9288489082802283,,
Number of marginal workers,0.16567635335942796,0.006087085839224805,0.008049345950696162,0.07584951854398872,0.02740264886529556,0.8872766285241419,0.8996957373727382,0.8947346981370609,0.904324622297597,0.8944320789707642,0.8906487867024053,0.8980705462330318,0.862580667707133,0.8641881697779062,0.8602281246248531,0.421732274089919,0.43336218961382716,0.40933181553583686,0.8870467997124333,0.8835389613137765,0.8900444859577372,0.9211497189660803,0.919292056758794,0.9212110795733658,0.8887947420868246,0.882102972192122,0.8855453039367226,0.8650286157963798,0.863598283539647,0.8389291563648575,0.34451202183457935,0.36229613575563857,0.21644293406948983,0.38040551143561674,0.4448865864452442,0.224818160001638,0.8095353179488934,0.8217122302712805,0.6595879079167801,0.8544161359439507,0.8525918105691304,0.8307286104100695,1.0,0.9904577461928439,0.9795560742951201,0.4382099864808191,0.49609193563004933,0.3399336511873003,0.4075434152503608,0.4280273541029122,0.32257097100352267,0.838101293624224,0.8476669857745759,0.7485703222835582,0.9733116087696065,0.9700022837042215,0.9604839020626071,0.9971264343905466,0.9899308183236512,0.9757249614415154,0.4891391246018236,0.5402919555976495,0.3696747455995419,0.40120946934639934,0.420590494862193,0.3102113028601195,0.8284563101720551,0.8331673302273096,0.738051324044461,0.9716701596260703,0.9707436265829176,0.9576138757267688,0.8787408438359949,0.8948070876605031,0.7380726169461855,0.13310144272778618,0.14168191632957658,0.11172179101911281,0.2565019484014145,0.2688277672622065,0.2022292327523166,0.7348410667799842,0.7864211932442204,0.6088717041573347,0.9113961504276649,0.901960276699441,0.8482490303791772,0.9017243964782025,0.9046161994482815,0.8992220678090919,,
Number of male marginal workers,0.15445440233176916,-0.00529649675396437,0.009829043909098277,0.07494204884263113,0.02588086674241537,0.8759464532072861,0.8932480272405586,0.888881917037352,0.8972194943759879,0.8904813361097987,0.8871915385837275,0.8935731416155872,0.8624278001120531,0.8651006197317144,0.8589461121100411,0.4015310597856991,0.41309127931091827,0.38923294733100194,0.8791270391866823,0.8762973420161445,0.8813145980572611,0.9200500307479239,0.9194945554633299,0.9190326602574691,0.8759700120762333,0.8724956280236202,0.8616015365888688,0.8520191797620006,0.852552049202898,0.8185770949481381,0.3156374045684739,0.3333317121693893,0.1953938623533279,0.36503460092781853,0.434921446255968,0.20358541774441957,0.8096857060575361,0.8274464865810244,0.6482594639686861,0.8420671719456368,0.8418582791238252,0.8122017418319936,0.9904577461928439,1.0,0.9424841276263108,0.389988318904421,0.47705886528226854,0.2790231201423032,0.3767106388235328,0.4338548317640104,0.2604521765704043,0.8342178097672546,0.8637567092452311,0.729831356496471,0.9741512776308039,0.9802874703645053,0.9464372031098661,0.9869028900095973,0.9977508644437872,0.9400981923981587,0.44197727263443504,0.5248941594765367,0.3093824338904055,0.36917037921335605,0.42509706151210974,0.24744963651205057,0.8247328716874802,0.849897189143716,0.7189927920185241,0.9711065911660042,0.9789726013711447,0.9437227363706496,0.8748209326947644,0.9138306923768368,0.7023574263411925,0.1029019313533709,0.12314476355096327,0.0774732332437354,0.24246908218058652,0.2767185033203728,0.17213847774115001,0.7310482702237021,0.7980338259661987,0.5954333844929258,0.922501864423558,0.9250064727135204,0.8348819585314606,0.8992952371066677,0.9038551125820636,0.8958338051790087,,
Number of female marginal workers,0.17636229835587144,0.022494489716517546,0.005174839661432469,0.07456699555272019,0.028682091765794518,0.8733171491368537,0.8781824365208488,0.8725235030725118,0.883611847661201,0.8694548774797581,0.8650812723712896,0.8737662435952872,0.8331545227656538,0.8331517247947657,0.8325310577638986,0.43672391316553366,0.44805581165161185,0.42460029794221293,0.8681170322065254,0.8637398840820241,0.8721942239104368,0.8910924691472519,0.887397855582474,0.8927263461436855,0.8769646848301061,0.8658065062926833,0.8900574156024383,0.8542850817889311,0.8500382253277187,0.8398007751608967,0.3748185150947889,0.3921224302068929,0.2397285550351422,0.3897668635338945,0.4441407337952995,0.2480840054462452,0.7814898257203678,0.7850974024288767,0.6534521930404547,0.8430732901583826,0.838953622394849,0.8292178677471217,0.9795560742951201,0.9424841276263108,1.0,0.4935367417925725,0.5068224856208209,0.4171603907399705,0.43854167307165903,0.40480849020234533,0.4021582179674634,0.8149621591276355,0.7950441289995531,0.7501931861161134,0.9386305277060826,0.9216473157402403,0.9479733999074791,0.9777757620417062,0.9444892210655621,0.9941910449926248,0.5411682898607425,0.544196812860975,0.4449767856230608,0.434186300489677,0.3995553923399384,0.3911617870129904,0.8054150819754332,0.7801084600199564,0.7405022263276838,0.9390938074959893,0.925364632397226,0.9449749537296601,0.8542579884343058,0.836281303867003,0.7648365387278939,0.17260865305018505,0.1638706283618516,0.15787427873297832,0.2681690636435242,0.2480692923714637,0.2392015776793184,0.7151188958063766,0.7424387405338682,0.6075590346222731,0.8638579124680505,0.8373168349862082,0.8386042987584477,0.8742754799684176,0.8746329955366159,0.8732591678381318,,
Number of marginal workers as cultivators,0.20065583571185405,-0.11820529400749245,-0.0027762301861431653,0.022578588218937202,-0.038625447264627195,0.28481649704170026,0.2922783690018699,0.29034004225166493,0.2941466734057323,0.29963545823974597,0.29812730064851206,0.30112226900400035,0.27627871969192314,0.27720604661484194,0.27508800490094143,0.20956646616761507,0.21381725956432396,0.20494613221278166,0.28262521059422463,0.2827851482078841,0.28203304036120863,0.31876659062519735,0.31498256805508323,0.32139423327577454,0.29430502934325736,0.2853324569274422,0.31740379771589594,0.2748743017090981,0.27373013565205956,0.26932825842197844,0.34826140066519884,0.3600081681251205,0.231735605590614,0.1392155892382306,0.1703208572133088,0.07089135456680117,0.24741440204787624,0.2551747111428501,0.19330099762481023,0.2649287386017172,0.26370478118423846,0.26028504503257005,0.4382099864808191,0.389988318904421,0.4935367417925725,1.0,0.8733517431411565,0.9467531733328475,0.3231610250804151,0.2948697394798141,0.29973890460974817,0.2934536432452664,0.2910610162940977,0.2664854278013438,0.31592610705070645,0.3100900061318118,0.31925945112953563,0.42002617179778046,0.38024825260685474,0.46340740901824923,0.9506946558143882,0.799493030925463,0.8868474002474677,0.3019818545389581,0.2793027768044793,0.2706544835313974,0.28651163598061097,0.28438257356096336,0.2581356680511213,0.31544717408521344,0.3111384991746061,0.31696304010248816,0.4917069678210688,0.41007743471922803,0.5406556605856011,0.6900403093029887,0.6221670033192311,0.6526787487598791,0.2548949471976077,0.2214232190509857,0.23945799066485657,0.26928219222466315,0.2761860968969671,0.23100276157448368,0.2954325272286061,0.2830376546303526,0.2933198765241917,0.28945859437571264,0.29476754359184765,0.2861306394662617,,
Number of male marginal workers as cultivators,0.23476855837079835,-0.10866195860646828,-0.0017714948215281304,0.022704849654289507,-0.032892446578908115,0.32891921315687866,0.33955625076460494,0.33744685271875313,0.3415677786104073,0.3505216504178981,0.348861449663,0.35214513298012096,0.32707367672846765,0.3284363125266502,0.3253833333946491,0.22049911569128275,0.2251311647582808,0.21547685399022554,0.3276442401971555,0.3278042540809507,0.32698850569033616,0.37278440967152066,0.36975206482230616,0.37470155037559666,0.3355171803499417,0.328920766019033,0.34885351568157064,0.31374140925258726,0.31332745651709315,0.30385769156029163,0.29040060328106443,0.30519390501072474,0.18285702562593542,0.17081177332003794,0.2154842387911568,0.07711236439268639,0.2965567082559671,0.30521817722324734,0.23300855812106003,0.30426960044384166,0.30342613105752697,0.29662934688166914,0.49609193563004933,0.47705886528226854,0.5068224856208209,0.8733517431411565,1.0,0.6700248748929705,0.40608908272782407,0.4248092079816782,0.323088663432194,0.36145955042432887,0.36498468691941177,0.32330429663995064,0.37392709167834565,0.3717469979869149,0.3704296024185567,0.47611987059717736,0.46595266555875636,0.4754988911240978,0.8318466760691265,0.9488003727271921,0.6085562066503178,0.37458209933425923,0.401249141701186,0.28107438876302565,0.35187506795421447,0.3567209732494602,0.31128953333698667,0.37241120565201735,0.3720161104532222,0.3670845127858559,0.5527891804856635,0.49673518116016635,0.5575034646394064,0.5990169193363298,0.6303820685482854,0.507540580025262,0.3359018527673531,0.3229281894267135,0.28934334932376843,0.3351615733172902,0.3459301868817874,0.28608780940591233,0.35665730773280835,0.34576834095396236,0.346095419517892,0.3402749705315921,0.34622901320185184,0.33652813518650415,,
Number of female marginal workers as cultivators,0.1506259999709759,-0.10832395464465412,-0.0030601157275158336,0.019402774333332453,-0.037124757521691795,0.21665678464540813,0.22099793705574747,0.2194381588917492,0.22251569018735864,0.2249623546143475,0.22376125241847117,0.22615519391389766,0.2048648532573582,0.20537744017499227,0.20416746647133122,0.17363796437910267,0.17705456527109548,0.16991609907062177,0.21415994466414198,0.21429792685647053,0.21369089305954933,0.23940332760442729,0.23564071429566344,0.24214072178271262,0.2267563968858936,0.21744209526864622,0.2531444079572222,0.2115369395740215,0.21006681651205839,0.20961762790275862,0.3388088687556825,0.3469330823506471,0.23230528116577653,0.09926399103809841,0.11714134715646916,0.05707008807179715,0.18104616494724274,0.18714796930247732,0.1405803622106291,0.2026403722986121,0.20133255001145148,0.2006133653606207,0.3399336511873003,0.2790231201423032,0.4171603907399705,0.9467531733328475,0.6700248748929705,1.0,0.2240866044653814,0.1685961448701278,0.24325286250614303,0.2083112869668446,0.20233478769957922,0.19243111920655007,0.2343190544156037,0.22686569021725791,0.2417109579695334,0.32542229688999963,0.27152004709855787,0.3919469540700781,0.8990447911589716,0.5913044651114123,0.9493319573613342,0.21263467871287065,0.16044456778393318,0.22669830254510004,0.20406669718406667,0.19761886625774266,0.1876474604295087,0.23459112864820816,0.22828574253772302,0.24042222582766476,0.3839883687850754,0.2966336921258069,0.4554714403428581,0.6556978888449447,0.5315251436490465,0.6592225316297602,0.1664400851084003,0.1240036767390097,0.17368831314353955,0.18885595714156306,0.19225978205043087,0.1629541818055301,0.21450138140759775,0.20280872241135883,0.21826291641045845,0.21622545847976962,0.2203808970929249,0.21363017387925323,,
Number of marginal workers as agricultural labourers,0.39319067162795546,0.05194264327846356,-0.0030903623796300307,0.00808678266170671,0.028711585693425277,0.17772097844003473,0.18996526077581313,0.18769480326614174,0.19230740956019685,0.21674413036726986,0.2151409093503386,0.2183897226547704,0.2170285283607642,0.21792886609968068,0.21591097163472947,0.18459278605539003,0.18602441971453054,0.18285585965057935,0.17013827087798947,0.17200588719701115,0.16763653397784956,0.254896867440497,0.2495618938398638,0.2589140436605024,0.18398780378993582,0.17588773879618935,0.20733989100295008,0.1574172171186684,0.15773669763532905,0.15035801439702048,0.31768720386752936,0.3777943947470341,0.10884028539851946,0.40638116436373967,0.4546317631979767,0.2714592467425209,0.1708523433255155,0.17436568013182205,0.137270519030402,0.13610043598654264,0.13710613205742755,0.12700827540233683,0.4075434152503608,0.3767106388235328,0.43854167307165903,0.3231610250804151,0.40608908272782407,0.2240866044653814,1.0,0.9189414543089132,0.9211189929873578,0.2689792469908769,0.2716319946040354,0.24056358376949624,0.20804348410741924,0.21319309635455166,0.19608050068608396,0.39114021471953814,0.3700552990247071,0.4087848302908935,0.3352220998926981,0.4196139806963177,0.22021070521777822,0.972364436044535,0.9013797477763924,0.869456995320076,0.26062502020984624,0.26718094486801836,0.22828345505196462,0.20530081206116357,0.21206276420499362,0.1917774377440628,0.4540953970674453,0.37943665637299706,0.498276031600838,0.1576608646362424,0.17165639852895787,0.12983044708795416,0.6679365337625254,0.5826862091798155,0.6254134240211403,0.25351754468575116,0.2512987374310142,0.22320687160765107,0.21241644148922653,0.20668600876642004,0.20464201326181466,0.1926901784377607,0.20207298120373163,0.18710403695464287,,
Number of male marginal workers as agricultural labourers,0.39441171248841556,-0.021748456138658674,-0.0031845144123233836,0.009908382459128007,0.004862441962653447,0.19725212369635728,0.2142475557374816,0.2122076702648794,0.21630790155262125,0.24382713008914528,0.24239709018451935,0.24526268384922467,0.24299900095013777,0.24503992194308954,0.24065287443790376,0.1390021426936929,0.1408331058607773,0.13693470797634863,0.19265522234323,0.19460184873257855,0.19002605031475078,0.28477149262476764,0.28159312992251784,0.2869512063170925,0.20016927845487503,0.19653529697879402,0.2070472329746149,0.17292007514890945,0.17521080850270665,0.15743809314301,0.2671930455347836,0.32915998302791427,0.06784352811250226,0.3626395740867122,0.43631194992112876,0.1958137843723451,0.2025414153171631,0.20893920210706296,0.1581502239745744,0.15403119656980827,0.15587238160704164,0.14085665430264543,0.4280273541029122,0.4338548317640104,0.40480849020234533,0.2948697394798141,0.4248092079816782,0.1685961448701278,0.9189414543089132,1.0,0.6929242954014101,0.32084922680312894,0.33244009683701525,0.28052569343744577,0.2481340618102494,0.2584701251329561,0.22726267275495382,0.4106075461309465,0.4254034425717345,0.3764725756003995,0.30684176389215884,0.44103906107566326,0.16331365279619767,0.8837956507695589,0.9758028854728448,0.6341627756784969,0.31038378133483974,0.3270124061256384,0.2650856469542178,0.24501385093884695,0.25671260323822714,0.22337040142740902,0.4781297790124646,0.44175910878223623,0.46514350774841823,0.14160197461826793,0.17445415879181225,0.1033424959061132,0.6448753735364531,0.651727392135256,0.5287500582255176,0.3040873815408636,0.3074833686978159,0.2637510763624639,0.2522382520858587,0.2531098456772389,0.2279132670882835,0.2219046935005645,0.23158564589395902,0.21611964484621946,,
Number of female marginal workers as agricultural labourers,0.32951189457263425,0.11642532699934587,-0.0025064071670032706,0.0050038990761906614,0.047689607055115144,0.13020517053031735,0.13581441758013676,0.13367712722322517,0.1380625750619627,0.1555740296170486,0.15405460631701143,0.15716547147409315,0.15691134455076067,0.1565428317883035,0.1571839978686898,0.20026268945550071,0.20107269997615135,0.19912796475247216,0.12088017085006937,0.12237305818743499,0.11890171483002668,0.18490929139999926,0.1782933318971491,0.19010182566981332,0.13878251417336926,0.12756127200607945,0.17468478362495432,0.11710351340655187,0.11542653412140702,0.11947952664957918,0.31704985145908854,0.36577104999537474,0.13201207528949696,0.3849863121815405,0.40047822008725975,0.3029922436843693,0.11242757006116702,0.11253562064423339,0.09485075588836747,0.09677730074549865,0.09679854517617,0.09315924057218758,0.32257097100352267,0.2604521765704043,0.4021582179674634,0.29973890460974817,0.323088663432194,0.24325286250614303,0.9211189929873578,0.6929242954014101,1.0,0.17504392789301088,0.1684529332452699,0.1628966923790128,0.13541686736849753,0.13462904921340674,0.1341475861839621,0.3097774824987192,0.25662706104797545,0.375726894493523,0.30997150656232064,0.3317947188898472,0.2413811580244771,0.9052872871141551,0.6847023340986574,0.963553996818551,0.17010094288756694,0.16567308515464546,0.15568669097451412,0.13348261948865947,0.13429737309607842,0.13012276523499983,0.35822195173534604,0.257633931007907,0.4518085880732717,0.14846103657049498,0.1416206410763466,0.1353464197630867,0.5845711482467393,0.4219577905924029,0.6214525240734602,0.16332220398281405,0.15591393473720597,0.1477232171927638,0.13936029398484173,0.12802392332814028,0.14915713375940373,0.13323809665723393,0.14083579334961047,0.12873585866866327,,
Number of marginal workers in the household industry,0.13816031507259793,-0.005145447177694555,0.005647575010689481,0.07078700627239598,0.022511401198993187,0.7226966299874559,0.7498445887325482,0.7477407235273428,0.7514361077292837,0.7519347328673626,0.7507238704559842,0.7528015567364376,0.6960784798798283,0.6999327262245301,0.6914695282241278,0.3226302734416065,0.33251578705321316,0.31214664652097784,0.7319765605249385,0.7321450888076964,0.7307404499638953,0.7935173166593553,0.7947892820821293,0.7911869204078202,0.7306087215161463,0.7307071527943005,0.7079043435892562,0.7093364299322733,0.7142686971447794,0.6636132544569358,0.2755572405814782,0.2965458520321941,0.1590774236617379,0.31968560715167593,0.3866312176584081,0.16958775074244858,0.8393220347142342,0.8311219161407489,0.7265811445118541,0.6939777352170244,0.6997649831393283,0.6449119011112243,0.838101293624224,0.8342178097672546,0.8149621591276355,0.2934536432452664,0.36145955042432887,0.2083112869668446,0.2689792469908769,0.32084922680312894,0.17504392789301088,1.0,0.926527395025089,0.9579292817322596,0.8128497502753884,0.8146857313665546,0.7948951401496199,0.8349962752978285,0.8333690285567021,0.8108030979354073,0.33859405836573836,0.40282588255468277,0.236537603684697,0.2636436147912457,0.312740321283072,0.1675849746225646,0.9894614582444807,0.9157427319740864,0.942489991440543,0.8117301023541212,0.8155414552348149,0.7930324259354561,0.7408632895294522,0.7561090269289628,0.6198710363782671,0.06338010559015955,0.08071630849881535,0.04453432992919849,0.17297410835145285,0.21030392616302412,0.11194237646690425,0.8735331656116624,0.8412468994090674,0.785281390806952,0.7592926634611491,0.7560160917473926,0.6976701296361151,0.7578772696593673,0.7647025746211952,0.7532412746507161,,
Number of male marginal workers in the household industry,0.11954876155581382,-0.014733307582082985,0.006840366567559174,0.062137729977238175,0.020219370059246233,0.6850199824367865,0.7178408369794427,0.7149104844901182,0.7203869689461022,0.7198240178817161,0.7177676901869229,0.7216522481241329,0.688207163148082,0.6937717703358848,0.6817911099348436,0.2904878810518322,0.2992274162030342,0.2812112283723271,0.6970806976660282,0.6963908411000375,0.6969333719475002,0.7725167352508364,0.7752357150333133,0.7690194119294352,0.6933066466844263,0.6921410698497381,0.6762659463061517,0.6674678240786804,0.6706339104220183,0.6303196552004471,0.2623752938684296,0.27931764157572203,0.15778408110904527,0.3091903463108192,0.3758245400641673,0.1611595667557148,0.8228820546778006,0.8527334671755034,0.6346141218195338,0.6514027883957636,0.6542712385313096,0.6158667169577273,0.8476669857745759,0.8637567092452311,0.7950441289995531,0.2910610162940977,0.36498468691941177,0.20233478769957922,0.2716319946040354,0.33244009683701525,0.1684529332452699,0.926527395025089,1.0,0.7795688521733666,0.8303522893266744,0.8415030685519913,0.7974083099046486,0.8468657525099029,0.8631156689915394,0.7968051404218457,0.33790012713839845,0.40819313235661137,0.2318930794513631,0.26585431326127745,0.32295378424580656,0.16141984974889825,0.9200943273168256,0.9922948459301371,0.7682019809321101,0.8307758810131675,0.8427999235890411,0.7993181234627128,0.7345807906023356,0.7814415322128992,0.5698945970565529,0.05804003236836565,0.0779678329266367,0.03813208107649873,0.1759213913922249,0.2216630490387865,0.10730267150650731,0.7981539282964194,0.8937089350519707,0.6353609389278488,0.7641040140529383,0.7782047118408959,0.6678831862557336,0.7293539505993042,0.7398402862186917,0.7226344412246928,,
Number of female marginal workers in the household industry,0.13880193110383462,0.002673502276149266,0.004183520717147782,0.07043952948843708,0.022051073218707747,0.6805278038461634,0.700684468928039,0.6994175175948805,0.7013916045809286,0.7026511265776756,0.7022040346825694,0.7026994912484995,0.6337844601629149,0.6359557853061287,0.6310062792483896,0.3154938276880726,0.32528359060505463,0.3051181073168656,0.6867758786218087,0.6875826884240779,0.6848304765932742,0.7316783160467297,0.7317216249207167,0.7304667645972798,0.6873778254126278,0.6884308450645646,0.66258065564093,0.6716763235050638,0.6774719687463989,0.6238980391498475,0.2585756188688465,0.2805915304596599,0.14445550363012558,0.296324613319357,0.3569391400845466,0.1593773674398268,0.7695096666249353,0.7330865932059804,0.7254464903615617,0.6583634420713611,0.6658094498194178,0.6037907509969913,0.7485703222835582,0.729831356496471,0.7501931861161134,0.2664854278013438,0.32330429663995064,0.19243111920655007,0.24056358376949624,0.28052569343744577,0.1628966923790128,0.9579292817322596,0.7795688521733666,1.0,0.7197418295888756,0.7142918883515973,0.7149835248720824,0.744012527377787,0.7289073821662305,0.7419260915434858,0.3059008559917413,0.3592065458641042,0.21687179845608617,0.23608869576334143,0.27426317952837515,0.1558447313729786,0.9452929192382686,0.7674931732484124,0.9829689622745417,0.7175547829637703,0.7147271331702685,0.7104257124382929,0.6729629947724736,0.6625953827034936,0.5971742462650618,0.06123496797126266,0.07489316139543649,0.04504860291358385,0.15375370342370207,0.18100379340488687,0.1044980746364447,0.8453257387824672,0.7186838835663719,0.8225967891114122,0.6811211702862802,0.6649098735399201,0.6519382358669533,0.7052739479356241,0.7086367488609241,0.7026822381648336,,
Number of marginal workers as Other workers,0.07752073711796449,0.00903889883805702,0.00997534552669462,0.07923769072104561,0.0283199608614601,0.9161379550606331,0.9249793146731933,0.9199971063786155,0.9296063214727995,0.9120195569927968,0.9081608008741046,0.9157307613341127,0.8817451539479002,0.8830109866217072,0.8797403785214776,0.4078339770388357,0.4199439641947097,0.3949712954043905,0.9169106799213268,0.9123299226634799,0.9211656679025112,0.9296589200142508,0.9289024904827263,0.928792853636707,0.9148711379694631,0.9096525283843996,0.905553140180226,0.896456744494087,0.8943817735702916,0.8717700790816537,0.2772932119137563,0.2822537553249101,0.19363290503991779,0.31894560943749956,0.37552484304421996,0.18468023955348703,0.8193673028685844,0.8329049391668624,0.6651105545718158,0.8909249675980329,0.8881691380988632,0.8697275820386858,0.9733116087696065,0.9741512776308039,0.9386305277060826,0.31592610705070645,0.37392709167834565,0.2343190544156037,0.20804348410741924,0.2481340618102494,0.13541686736849753,0.8128497502753884,0.8303522893266744,0.7197418295888756,1.0,0.9954370448230221,0.9886513789802909,0.9756594269035065,0.9760741167386008,0.9440882683441021,0.37477355200383844,0.42745248224909055,0.27418241379933544,0.2092375660675915,0.24550254627520654,0.13569444355079768,0.8049218336066082,0.8158387521411121,0.7122108581171714,0.9988008803077694,0.9963694537501719,0.9865955042779403,0.8228743510435532,0.8652865440934323,0.6525952500236895,0.044311995039266944,0.05712526414542148,0.030683020067598713,0.1168263580945049,0.1500169539227469,0.06888821553064482,0.70790531682264,0.7714802570993144,0.577431129132933,0.9327992836819977,0.9244898210306528,0.8655187964348902,0.926378241529874,0.9266049294052819,0.925389040762807,,
